player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
403,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,1,0.04,0.01,1,0,0,1,68,50,0.0,1.0,8,0,0.0,1,0.0,0,1,4,1,5,5,0,6,3,3,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.02,3,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,0,0.0,0.05,0,0,0,1,99,55,0.0,0.0,12,0,0.0,2,0.0,0,1,8,1,6,4,0,9,4,7,0.0,2,0.0,3,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,4,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,0,0.0,0.16,0,0,0,0,72,57,0.0,0.0,7,0,0.0,2,0.0,0,2,8,1,0,0,2,6,6,4,0.0,2,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,25-26-champions-league-manchester-city-vs-real-madrid,87,0,0,2,0.07,0.01,1,6,0,6,49,16,0.0,0.0,1,0,0.0,0,0.0,0,0,3,0,0,0,0,11,8,11,0.0,0,0.0,3,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.33,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,25-26-champions-league-manchester-city-vs-real-madrid,71,0,0,2,0.09,0.47,2,1,0,3,56,34,0.0,2.0,0,1,0.0,0,0.0,0,0,3,0,0,0,0,3,3,3,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.19,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,0,0.0,0.01,0,0,0,0,53,41,0.0,0.0,5,0,0.0,1,0.0,0,1,1,2,2,2,0,4,1,1,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,25-26-champions-league-manchester-city-vs-real-madrid,19,0,0,1,0.06,0.0,0,3,0,2,17,3,0.0,1.0,1,0,0.0,0,0.0,0,0,4,0,0,0,1,7,3,7,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,0,0.0,0.03,0,1,0,2,52,34,0.0,0.0,3,0,0.0,0,0.0,0,3,0,0,1,0,1,2,8,2,0.0,0,0.0,1,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,25-26-champions-league-manchester-city-vs-real-madrid,70,0,0,0,0.0,0.01,0,0,0,0,30,23,0.0,0.0,1,0,0.0,0,0.0,0,0,3,0,0,0,1,1,2,1,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,25-26-champions-league-manchester-city-vs-real-madrid,20,0,0,1,0.03,0.0,0,1,0,3,9,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,2,1,2,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,25-26-champions-league-manchester-city-vs-real-madrid,20,0,0,0,0.0,0.0,0,0,0,0,6,2,0.0,1.0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,1,3,0,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,25-26-champions-league-manchester-city-vs-real-madrid,90,0,0,0,0.0,0.0,0,0,0,0,24,9,0.0,1.0,3,0,0.0,4,0.0,0,0,4,0,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0.13,-0.87,0,9,4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,25-26-champions-league-manchester-city-vs-real-madrid,3,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,2,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,73,0,0,0,0.0,0.0,0,0,0,0,29,0,0.0,0.0,4,0,0.0,0,0.0,0,0,4,0,0,0,0,0,0,0,0.0,0,0.0,0,0,3,2,0.99,-1.01,0,13,3,0.0,0,0,2,0,0.0,0.0,0.0,0,17,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,45,1,0,0,0.4,0.39,2,0,0,3,20,7,88.0,1.0,1,1,100.0,0,0.0,0,0,0,0,0,0,0,1,5,1,25.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,1.28,0,46,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,68,0,1,0,0.32,0.04,1,0,0,3,17,8,80.0,1.0,0,0,0.0,0,0.0,0,0,0,0,1,1,0,1,2,1,50.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.2,0,0,68,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,0,0,0,0.0,0.05,0,0,0,0,60,33,79.0,0.0,2,0,0.0,0,0.0,2,2,3,2,2,2,0,3,2,3,60.0,0,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,0,0,0,0.06,0.0,0,0,0,2,60,43,93.0,0.0,4,0,0.0,1,33.0,0,3,6,0,3,1,0,3,6,3,50.0,0,0.0,3,3,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,45,0,0,0,0.0,0.0,0,0,0,2,14,1,33.0,0.0,1,0,0.0,0,0.0,0,0,2,0,1,1,0,1,3,1,25.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,46,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,83,0,0,0,0.0,0.04,0,0,0,2,58,20,83.0,1.0,5,1,33.0,1,50.0,0,2,3,0,1,0,1,7,9,6,43.0,1,50.0,2,1,0,0,0.0,0.0,0,0,0,2.0,0,0,0,0,0.0,0.0,0.0,0,0,83,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,1,1,0,0.08,0.27,1,0,0,2,49,18,72.0,3.0,7,2,40.0,1,17.0,0,1,5,0,1,1,1,4,4,4,50.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.16,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,45,0,0,0,0.0,0.0,0,0,0,0,26,17,100.0,0.0,1,0,0.0,0,0.0,1,0,3,0,1,1,1,3,4,3,50.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,46,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,0,0,0,0.04,0.05,0,0,0,1,56,33,85.0,1.0,2,0,0.0,2,33.0,3,0,2,0,1,0,0,6,0,6,100.0,0,0.0,3,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,0,0,0,0.05,0.01,0,0,0,1,68,48,89.0,0.0,8,0,0.0,4,67.0,3,1,6,0,1,1,0,4,6,4,57.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,7,0,0,0,0.0,0.0,0,0,0,0,9,9,100.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,83,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,45,0,0,0,0.04,0.04,1,0,0,0,21,6,86.0,2.0,2,1,50.0,0,0.0,0,1,4,0,0,0,0,2,5,2,33.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,3.0,0,0,0,0,0.0,0.0,0.02,0,0,46,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,90,0,0,0,0.43,0.01,0,0,0,1,29,18,82.0,1.0,2,0,0.0,0,0.0,2,0,3,0,0,0,0,2,3,2,40.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,25-26-champions-league-tottenham-hotspur-vs-atletico-madrid,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
